,,Question,Réponse
376,FAQ12-376,Purgatoire pour finir ?,"Là-dessus, je pourrais pas répondre."
377,FAQ12-377,L'élément de confirmation est-il plus facile à voir de jour ?,"Je préfère pas répondre à cette question. De façon générale, Je ne vais pas répondre à des questions sur l'élément de confirmation du pile-poil."
378,FAQ12-378,Est-ce que notre mal tombe à l'eau ?,"C'est une très bonne question et je pense que oui, en quelque sorte."
379,FAQ12-379,Est-ce qu’il s'est déjà produit jadis de façon non réelle ?,"Non, je ne crois pas."
380,FAQ12-380,Un sport à balle a-t-il sa place dans le jeu ?,Je pense que non.
381,FAQ12-381,La rédaction d'un traité peut-elle être en lien avec l'énigme une ?,"Alors à chaud comme ça, il faudrait que je vérifie. [Il y a] dans le jeu, en tout cas, des références à des traités. Donc il faudrait que je vérifie à quel endroit exactement."
382,FAQ12-382,Nous rendre digne nous permet-il d'y voir net ?,"Si c'est une référence au poème, je dirais que ça n'a pas forcément de lien direct."
383,FAQ12-383,"S'il n'y a pas de cendres sans feu, comment peut-il y avoir des cendres dans l'eau ?","Quand je répondais à la question “Est-ce que notre mal tombe à l'eau ?” C'était plutôt de dire que le mal peut tomber, peut chuter face à de l'eau, en tout cas peut s'éteindre face à l'eau. L'eau peut être un adversaire du mal. C'est dans ce sens là que je répondais à la question. J'espère que c'est un peu plus clair."
384,FAQ12-384,"Que dirait le mal s'il pouvait parler des blasphèmes, des sujets philosophiques, des insultes ?",Je pense qu'il pourrait proférer des malédictions ou en effet des insultes. Je ne pense pas qu'il pourrait blasphémer.
385,FAQ12-385,On nous demande de voir l'œil des ténèbres. Un élément de l'oreille peut-il aussi être intéressant à observer d'un point de vue architectural ?,"Non, je ne crois pas non."
386,FAQ12-386,La métempsychose était-elle familière au Comte de Saint-Germain ?,"En tout cas, ça n'a pas d'utilité particulière, je pense, dans la chasse."
387,FAQ12-387,"Le cheval de l’énigme cinq est-il une référence historique, géographique, autre ?","Là-dessus, je pourrais pas vous répondre précisément, mais évidemment, c'est une référence assez connue d'ailleurs."
388,FAQ12-388,"À choisir : Eau de javel, Eau de Cologne ou Eau bénite ?",Je dirais plutôt eau bénite à choisir.
389,FAQ12-389,Marie l'Égyptienne est-elle familière ?,Je peux pas répondre à cette question.
390,FAQ12-390,Peut-il y avoir une notion de féminité pour le lieu familier ?,"Oui, c'est possible, je pourrais pas vous répondre par oui ou par non là-dessus."
391,FAQ12-391,La pierre d'attente est-elle un type de pierre qu'on ne trouve spécifiquement que sur une partie du globe ?,"Oui, tout à fait. La pierre d'attente n'est pas présente tous les pays, dans tous les cultures."
392,FAQ12-392,Confirmez-vous que dans l'indice c'est bien déluge de feu ?,"C'est une très bonne question. Et là-dessus, je vous invite à relire l'indice avec attention. Je pourrais pas vous vous donner plus d'éléments à ce sujet. Ce qui est certain, c'est que dans l'indice, il est noté “mon doigt toisant le mors et l'autre le déluge” “de feu Jérimadeth, la psalmodiant à Thie”"
393,FAQ12-393,Le quadrillage a-t-il un lien avec le lierre ?,Non.
394,FAQ12-394,"Un trésor, cela ne se trouve pas sous les sabots d'un cheval ?","Dans le cadre de la chasse, en l'occurrence, une fidèle monture vous accompagne. Vous accompagne même au lieu final."
395,FAQ12-395,L'Entente Cordiale a-t-elle sa place dans l'aventure ?,"Non. L’Entente Cordiale c’est 1905 ou six, je crois. Très anachronique. À l'époque ou le Comte rédigeait son testament, c'était plutôt la mésentente cordiale."
396,FAQ12-396,Le lieu de la première relique peut-il nous aider pour la pièce ?,"Là-dessus, je pourrais pas vous répondre."
397,FAQ12-397,Le Tonnerre de feu fait-il à référence à un incendie ?,Pas exactement.
398,FAQ12-398,Est-ce que l’allié précieux se “oint” à moi pour combattre ?,"Non, pas exactement. Il se joint vraiment à vous. Il n’y a pas vraiment de notion de bénissement."
399,FAQ12-399,"La forme des nuages sur l’illustration six, fait-elle partie du cahier des charges ?",Non.
400,FAQ12-400,"Si l’entente cordiale est anachronique, doit-on donc en conclure qu’aucun évènement de cette période n'a sa place ?","Je répondrais pas sur le rapport au temps du Comte, mais en l'occurrence, je peux vous confirmer que le début du XXᵉ siècle n’a pas de rapport avec la chasse et notamment s'agissant de l'Entente Cordiale. Au contraire, la chasse s'inscrit plutôt dans un contexte très féroce de compétitions et de guerres entre la France et le Royaume-Uni."
401,FAQ12-401,Est-ce que le fait que le cheval soit ailé est important ? Est-ce Pégase ?,Je pourrais pas répondre à cette question.
402,FAQ12-402,Allié précieux et Alliance nouvelle sont-ils liés ?,"C'est une très bonne question. Malheureusement, je ne pourrais pas y répondre."
403,FAQ12-403,Doit-on s'inquiéter du fait que le bleu soit si peu présent ?,"Non, pas besoin de s'inquiéter."
404,FAQ12-404,Appréciez-vous les joutes et tournois ?,"Moi à titre personnel, oui, j'adore ça. S'agissant du Comte de Saint-Germain, je suppose que oui. Tout à fait."
405,FAQ12-405,Confirmez-vous qu'il n'y a pas de frontière entre le mal et son jumeau ?,"Non, il n'y a pas de frontière entre le mal et son jumeau."
406,FAQ12-406,Doit-on se préoccuper de ce que fait le personnage une fois le mal combattu ?,"Une fois le mal combattu, tout va bien et c'est la fin du jeu. C'est le moment où vous trouvez le trésor."
407,FAQ12-407,L'œil de ténèbres est-il plus à considérer comme une porte de sortie ?,"Ça m'amène à une très bonne remarque. On m'a posé une question de “est-ce qu'il fallait fuir à un moment dans la chasse ? J'ai peut-être répondu un peu trop vite qu'il ne fallait pas fuir, mais faire face. Mais en l'occurrence, juste avant de faire face, l'œil de ténèbres vous effraye et vous amène à chercher un allié précieux, donc à temporairement vous éloigner de cet œil."
408,FAQ12-408,Peut-on dire que l'objet de la chambre cachée n’est pas un objet que l'on peut transporter ?,J’aurais du mal à répondre à cette question.
409,FAQ12-409,"“Porte ton regard au loin”, comment peut-on comprendre cette notion de distance ?","Il y a “étends tes bras et porte ton regard au loin” et de façon générale dans l'énigme, tout vous est précisé à la fois la mesure et ce qu'il faut regarder."
410,FAQ12-410,Êtes-vous d'accord pour dire que le mal est gigantesque sur un visuel ?,"Je dirais que le mal est bien représenté sur les illustrations de l'Élixir, en effet."
411,FAQ12-411,"Je veux dire, ce qui est loin pour moi ne l'est pas forcément pour tout le monde. Doit-on vraiment aller loin ou est-ce une façon de parler ?","En effet, il faut regarder loin et ça ne se place pas d'un point de vue individuel qui varierait selon les joueurs. Mais ça se place évidemment du point de vue où vous étiez juste avant de porter votre regard au loin. C’est-à-dire, au moment où vous misez sur le bon cheval. Voilà comment il faut l'entendre."
412,FAQ12-412,Que dirait-on pour l'entrée à l'intérieur de la Terre ? Farfelue ou subtile ?,"Ni farfelue, ni vraiment subtile. C'est-à-dire qu'il faut entrer à l'intérieur de la terre pour pouvoir voir l'œil des ténèbres luire dans le noir. Pas forcément besoin d'aller voir plus loin que ça."
